date,time,PRICE_XLBsynprice_XLBsynprice_ON_XLB,PRICE_XLB_XLBsynprice_ON_XLB,BETA_XLBsynprice_ON_XLB,SPREAD_XLBsynprice_ON_XLB,Z_XLBsynprice_ON_XLB,Z_VOL_XLBsynprice_ON_XLB,market_close,SIGNAL_XLBsynprice_ON_XLB,POS_XLBsynprice_ON_XLB,POS_BETA_XLBsynprice_ON_XLB,PAIR_BASE_XLBsynprice_ON_XLB,PAIR_RET_XLBsynprice_ON_XLB,SL_XLBsynprice_ON_XLB,LOSS_XLBsynprice_ON_XLB,COOLDOWN_XLBsynprice_ON_XLB,CAPITAL_XLBsynprice_ON_XLB,REMAINING_CAPITAL,CAPITAL,PORT_RET
2023-03-27,13:51:00.000000000,124.31594806677077,77.39,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,13:52:00.000000000,124.15590814593347,77.27,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,13:53:00.000000000,123.99479115942994,77.21,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,13:54:00.000000000,123.93684394490724,77.14,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,13:55:00.000000000,124.00614246882431,77.22,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,13:56:00.000000000,124.02054256037695,77.145,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,13:57:00.000000000,123.93236510201625,77.11,1.2974494838817718,23.88603539989282,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,13:58:00.000000000,123.96823918503142,77.17,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,13:59:00.000000000,124.05436552713212,77.22,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:00:00.000000000,123.92097502328016,77.14,1.3834113494747113,17.204623524800937,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:01:00.000000000,123.76867666588635,77.06,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:02:00.000000000,123.76594097514958,77.085,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:03:00.000000000,123.79369681916111,77.14,1.5266358561848739,6.0290068730599415,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:04:00.000000000,123.80519079547486,77.14,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:05:00.000000000,123.85787672468422,77.15,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:06:00.000000000,123.76134050921577,77.08,1.618471191393549,-0.9904189233989769,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:07:00.000000000,123.79029466509161,77.125,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:08:00.000000000,123.79554539106569,77.14,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:09:00.000000000,123.75717486635152,77.13,1.7047683363478587,-7.73160691615881,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:10:00.000000000,123.83030461407513,77.18,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:11:00.000000000,123.92753312367873,77.22,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:12:00.000000000,123.96996233947175,77.27,1.685071272050667,-6.2354948518832884,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:13:00.000000000,124.02674087771169,77.27,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:14:00.000000000,123.97761093315631,77.27,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:15:00.000000000,124.11020509956666,77.38,1.5766252831920324,2.110940686167197,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:16:00.000000000,124.02292930403222,77.27,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:17:00.000000000,123.88998540052845,77.19,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:18:00.000000000,123.89853320925889,77.21,1.7462502221051925,-10.92944643948303,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:19:00.000000000,123.90667950173355,77.22,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:20:00.000000000,123.98897984388958,77.27,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:21:00.000000000,124.01560206710295,77.27,1.5792854472154267,1.984215560766927,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:22:00.000000000,124.12820899109963,77.32,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:23:00.000000000,124.07009462030096,77.28,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:24:00.000000000,124.0272492625694,77.2547,1.485009226870292,9.30330694347306,0.5289878084795268,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:25:00.000000000,123.97054617838019,77.19,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:26:00.000000000,123.93220960777012,77.18,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:27:00.000000000,123.95700699505537,77.19,1.5039570750901137,7.866560368849491,0.37917142408095394,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:28:00.000000000,123.91807807903929,77.18,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:29:00.000000000,123.96481749800517,77.19,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:30:00.000000000,123.78352237391854,77.11,1.4797139494468592,9.68277973207124,0.5227007449450493,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:31:00.000000000,123.78330489601612,77.12,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:32:00.000000000,123.80172853457694,77.13,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:33:00.000000000,123.75192764493134,77.075,1.4702000142601521,10.436261545830106,0.5667303301638024,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:34:00.000000000,123.74877891751298,77.08,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:35:00.000000000,123.70036676310674,77.05,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:36:00.000000000,123.77586083220285,77.14,1.3951801742293923,16.151662192147526,1.0528655289712987,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:37:00.000000000,123.77385734210587,77.12,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:38:00.000000000,123.70532065770837,77.095,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:39:00.000000000,123.70023699351059,77.1,1.220393746480617,29.60787913985503,1.9545509445830058,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:40:00.000000000,123.62866703304722,77.01,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:41:00.000000000,123.63778547492565,77.025,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:42:00.000000000,123.6542195366046,77.03,1.2964641816536169,23.787583623826492,1.3144520023166804,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:43:00.000000000,123.66624310367973,77.05,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:44:00.000000000,123.63303852244958,77.02,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:45:00.000000000,123.61839322538329,77.02,1.3997370373981672,15.810646604976455,0.6134893794135343,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:46:00.000000000,123.63545474013188,77.09,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:47:00.000000000,123.61966710993194,77.06,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:48:00.000000000,123.52731177238799,76.98,1.46924270073703,10.425008669651419,0.14451406222445992,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:49:00.000000000,123.54504774242065,77.015,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:50:00.000000000,123.5304257286174,77.04,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:51:00.000000000,123.66395868562249,77.11,1.4894460513896297,8.81277366296814,0.0011095701042539232,0.5832109002559828,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:52:00.000000000,123.69725082720842,77.07,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:53:00.000000000,123.67387110715491,77.08,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:54:00.000000000,123.75577981963477,77.14,1.513066816559744,7.037805590216109,-0.15733998929616697,0.611696759937471,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:55:00.000000000,123.74073312559331,77.095,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:56:00.000000000,123.79860610371801,77.13,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:57:00.000000000,123.72154102330916,77.09,1.5098150655599507,7.329897619292552,-0.1268722083109633,0.6227316184377619,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:58:00.000000000,123.60684250272817,77.0,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,14:59:00.000000000,123.48137847597444,76.97,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,15:00:00.000000000,123.52298967209386,76.98,1.5530115190599403,3.9721629348596537,-0.43842084264389936,0.6581136255349311,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,15:01:00.000000000,123.4968096537174,76.99,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,15:02:00.000000000,123.45846750476407,76.97,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,15:03:00.000000000,123.56021424501958,76.97,1.6446648435625808,-3.029638763992267,-1.0722238835600708,0.7575489031677697,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,15:04:00.000000000,123.5170400040169,76.95,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,15:05:00.000000000,123.45630645827512,76.88,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,15:06:00.000000000,123.45620290821778,76.89,1.5857232705467434,1.529940635878674,-0.6085903992522657,0.7731117454614986,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,15:07:00.000000000,123.43627404293902,76.92,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,15:08:00.000000000,123.53290637097228,76.95,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,15:09:00.000000000,123.49475388793955,76.9,1.5092288322120597,7.435056690832155,-0.022729002672359274,0.7515611166639051,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,15:10:00.000000000,123.45986072688554,76.9,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,15:11:00.000000000,123.51688778847664,76.92,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,15:12:00.000000000,123.52217408066703,76.92,1.3802992076879035,17.349559025313496,0.9449484484957419,0.7447915739821653,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,15:13:00.000000000,123.63774075325428,76.95,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,15:14:00.000000000,123.67334588523568,76.965,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,15:15:00.000000000,123.6437360814859,76.935,1.133207885295219,36.460387426298226,2.4641862205588234,0.8805126385621805,0,-1.0,0.0,0.0,210.82708473667356,0.0,0.0,0.0,0.0,0.8995500000000001,0.09999999999999998,0.99955,-0.00044999999999995044
2023-03-27,15:16:00.000000000,123.60803845012526,76.92,,,,,0,0.0,-1.0,1.133207885295219,210.7743889870335,0.0000886959714144803,0.0,0.0,0.0,0.899629786461086,0.09999999999999998,0.999629786461086,0.00007982238115749418
2023-03-27,15:17:00.000000000,123.52325679098107,76.915,,,,,0,0.0,-1.0,1.133207885295219,210.68394128846285,0.00037535689273238566,0.0,0.0,0.0,0.8999674687023417,0.09999999999999998,0.9999674687023417,0.000337807302092411
2023-03-27,15:18:00.000000000,123.49721186472907,76.87,1.0502977809413339,42.760821443768734,2.5724748642354736,0.9847882284703177,0,-1.0,-1.0,1.133207885295219,210.60690200737255,-0.0001184211213902462,0.0,0.0,0.0,0.8998608935454832,0.09999999999999998,0.9998608935454831,-0.00010657862399946516
2023-03-27,15:19:00.000000000,123.41478918291912,76.86,,,,,0,0.0,-1.0,1.133207885295219,210.51314724670965,0.0003375511546838903,0.0,-0.00011842112139026639,0.0,0.9001646426291543,0.09999999999999998,1.0001646426291542,0.0003037913430076731
2023-03-27,15:20:00.000000000,123.47481807928455,76.9,,,,,0,0.0,-1.0,1.133207885295219,210.61850445848688,-0.00006983212756955699,0.0,0.0,0.0,0.9001017822169967,0.09999999999999998,1.0001017822169966,-0.00006285006435768988
2023-03-27,15:21:00.000000000,123.60962121642201,76.96,0.9958924872404529,46.96573539839676,2.503811874688485,1.0524955599862353,0,-1.0,-1.0,1.133207885295219,210.82130006874206,-0.00031721174828177386,0.0,-0.00006983212756950241,0.0,0.899816259357028,0.09999999999999998,0.999816259357028,-0.00028549380177655075
2023-03-27,15:22:00.000000000,123.59204394745161,76.96,,,,,0,0.0,-1.0,1.133207885295219,210.80372279977166,0.00008337520433024384,0.0,-0.00038702172428006776,0.0,0.8998912817215117,0.09999999999999998,0.9998912817215116,0.00007503615167440043
2023-03-27,15:23:00.000000000,123.62495237107422,76.97,,,,,0,0.0,-1.0,1.133207885295219,210.84796330224722,-0.00010235276912132946,0.0,-0.0003036787879651115,0.0,0.8997991753569193,0.09999999999999998,0.9997991753569193,-0.00009211637932651797
2023-03-27,15:24:00.000000000,123.60247823078453,76.98,0.9498295849474567,50.484596781529305,2.410921428728624,1.094927134414557,0,-1.0,-1.0,1.133207885295219,210.83682124081048,0.00016033457764155247,0.0,-0.0004060004747215018,0.0,0.8999434442776624,0.09999999999999998,0.9999434442776624,0.00014429789931716798
2023-03-27,15:25:00.000000000,123.6779389226382,77.03,,,,,0,0.0,-1.0,1.133207885295219,210.96894232692893,-0.0000891698967869171,0.0,-0.0002457309929946305,0.0,0.8998631964136221,0.09999999999999998,0.9998631964136221,-0.00008025240277286967
2023-03-27,15:26:00.000000000,123.69079208920598,77.03,,,,,0,0.0,-1.0,1.133207885295219,210.9817954934967,-0.00006092444900189067,0.0,-0.00033487897797424004,0.0,0.8998083727442036,0.09999999999999998,0.9998083727442035,-0.000054831170519330105
2023-03-27,15:27:00.000000000,123.70520536820344,77.05,0.9829986127344725,47.96516225701234,2.0479958432839456,1.1043066510999626,0,-1.0,-1.0,1.133207885295219,211.01887293020008,0.00003910706461262634,0.0,-0.00039578302465892445,0.0,0.8998435616083754,0.09999999999999998,0.9998435616083754,0.00003519560860975848
2023-03-27,15:28:00.000000000,123.7123289482957,77.05,,,,,0,0.0,-1.0,1.133207885295219,211.02599651029232,-0.00003375802359927128,0.0,-0.0003566914379585784,0.0,0.8998131846681869,0.09999999999999998,0.9998131846681869,-0.000030381693051677085
2023-03-27,15:29:00.000000000,123.76753132065747,77.1,,,,,0,0.0,-1.0,1.133207885295219,211.13785927691885,6.909205155298599e-6,0.0,-0.0003904374203599348,0.0,0.8998194016620813,0.09999999999999998,0.9998194016620813,6.21815554114972e-6
2023-03-27,15:30:00.000000000,123.94539326440453,77.16,1.2198516970813602,29.821636317606774,0.9264682683981713,1.0792398741554108,0,0.0,-1.0,1.133207885295219,211.38371369378362,-0.0005203684029269652,0.0,-0.00038353091281684293,0.0,0.8993511640771157,0.09999999999999998,0.9993511640771157,-0.00046832216316989293
2023-03-27,15:31:00.000000000,123.94584776376065,77.145,,,,,0,0.0,-1.0,1.133207885295219,211.36717007486033,-0.00008256368161285104,0.0,-0.0009036997383752299,0.0,0.8992769103339466,0.09999999999999998,0.9992769103339466,-0.00007430195294526177
2023-03-27,15:32:00.000000000,123.96960290202215,77.16,,,,,0,0.0,-1.0,1.133207885295219,211.40792333140124,-0.000031968162225324065,0.0,-0.0009861888072106861,0.0,0.8992481621037917,0.09999999999999998,0.9992481621037916,-0.000028769032745253966
2023-03-27,15:33:00.000000000,124.02686489889624,77.15,1.4496430738554387,12.186901750949133,-0.13625184375121463,1.0728745473864467,0,0.0,-1.0,1.133207885295219,211.45385324942237,-0.00032446312629213516,0.0,-0.0010181254427921171,0.0,0.898956389233803,0.09999999999999998,0.998956389233803,-0.00029199240094103697
2023-03-27,15:34:00.000000000,124.05529741307852,77.17,,,,,0,0.0,-1.0,1.133207885295219,211.50494992131058,-0.00002727950513900786,0.0,-0.0013422582249200676,0.0,0.8989318661483632,0.09999999999999998,0.9989318661483632,-0.00002454870473243087
2023-03-27,15:35:00.000000000,124.10634393021313,77.21,,,,,0,0.0,-1.0,1.133207885295219,211.601324753857,-0.000027035782022726,0.0,-0.0013695011139189806,0.0,0.8989075628223767,0.09999999999999998,0.9989075628223767,-0.00002432931294921146
2023-03-27,15:36:00.000000000,124.02511030913921,77.17,1.565215242020244,3.2374500824369647,-0.6705164781330807,1.088878451636843,0,0.0,-1.0,1.133207885295219,211.47476281737124,0.00016968374703645457,0.0,-0.00139649987040813,0.0,0.8990600928258757,0.09999999999999998,0.9990600928258757,0.0001526968151768223
2023-03-27,15:37:00.000000000,124.06320445969791,77.19,,,,,0,0.0,-1.0,1.133207885295219,211.53552112563585,-0.00007296375533059313,0.0,-0.0012270530867024565,0.0,0.8989944940252352,0.09999999999999998,0.9989944940252352,-0.00006566051543000775
2023-03-27,15:38:00.000000000,124.04890896183015,77.18,,,,,0,0.0,-1.0,1.133207885295219,211.50989354891516,0.000014009084616378096,0.0,-0.0012999273116319765,0.0,0.8990070881151717,0.09999999999999998,0.9990070881151717,0.000012606766115130817
2023-03-27,15:39:00.000000000,124.09827472189018,77.24,1.707967660436276,-7.825147370207773,-1.3010485215687173,1.1373535164436208,0,0.0,-1.0,1.133207885295219,211.62725178209288,0.00008806544575827704,0.0,-0.001285936437807278,0.0,0.8990862595751264,0.09999999999999998,0.9990862595751264,0.00007925014836891987
2023-03-27,15:40:00.000000000,124.10702154075722,77.23,,,,,0,0.0,-1.0,1.133207885295219,211.62466652210696,-0.00009487860164936708,0.0,-0.0011979842386146133,0.0,0.8990009555280558,0.09999999999999998,0.9990009555280558,-0.0000853820641141737
2023-03-27,15:41:00.000000000,124.102424161337,77.26,,,,,0,0.0,-1.0,1.133207885295219,211.65406537924562,0.00018236823057226183,0.0,-0.0012927491771945743,0.0,0.8991649047415982,0.09999999999999998,0.9991649047415981,0.00016411316989750637
2023-03-27,15:42:00.000000000,124.04055773247488,77.23,1.7654536331822133,-12.30542635818746,-1.501254535453712,1.1883881816744228,0,0.0,-1.0,1.133207885295219,211.55820271382464,0.0001316780391310507,0.0,-0.0011106167030023872,0.0,0.8992833050131099,0.09999999999999998,0.9992833050131099,0.0001184992296565865
2023-03-27,15:43:00.000000000,124.10097659329386,77.23,,,,,0,0.0,-1.0,1.133207885295219,211.6186215746436,-0.00028558978117578903,0.0,-0.0009790849077011554,0.0,0.8990264788908162,0.09999999999999998,0.9990264788908162,-0.00025701032030185785
