,number,value,datetime_start,datetime_complete,duration,params_ASML_WDAY_beta_win,params_ASML_WDAY_trade_freq,params_ASML_WDAY_z_entry,params_ASML_WDAY_z_exit,params_ASML_WDAY_z_win,params_DOCU_ISRG_beta_win,params_DOCU_ISRG_trade_freq,params_DOCU_ISRG_z_entry,params_DOCU_ISRG_z_exit,params_DOCU_ISRG_z_win,params_EA_KHC_beta_win,params_EA_KHC_trade_freq,params_EA_KHC_z_entry,params_EA_KHC_z_exit,params_EA_KHC_z_win,params_KHC_MELI_beta_win,params_KHC_MELI_trade_freq,params_KHC_MELI_z_entry,params_KHC_MELI_z_exit,params_KHC_MELI_z_win,params_MCHP_ISRG_beta_win,params_MCHP_ISRG_trade_freq,params_MCHP_ISRG_z_entry,params_MCHP_ISRG_z_exit,params_MCHP_ISRG_z_win,params_MRNA_ISRG_beta_win,params_MRNA_ISRG_trade_freq,params_MRNA_ISRG_z_entry,params_MRNA_ISRG_z_exit,params_MRNA_ISRG_z_win,params_MSFT_REGN_beta_win,params_MSFT_REGN_trade_freq,params_MSFT_REGN_z_entry,params_MSFT_REGN_z_exit,params_MSFT_REGN_z_win,params_PDD_ISRG_beta_win,params_PDD_ISRG_trade_freq,params_PDD_ISRG_z_entry,params_PDD_ISRG_z_exit,params_PDD_ISRG_z_win,params_PTON_ISRG_beta_win,params_PTON_ISRG_trade_freq,params_PTON_ISRG_z_entry,params_PTON_ISRG_z_exit,params_PTON_ISRG_z_win,params_REGN_CTAS_beta_win,params_REGN_CTAS_trade_freq,params_REGN_CTAS_z_entry,params_REGN_CTAS_z_exit,params_REGN_CTAS_z_win,params_pairs_to_trade,state
0,0,0.1402812146625054,2025-05-30 00:02:30.719909,2025-05-30 00:02:31.112154,0 days 00:00:00.392245,,,,,,550,21m,1.8,-1.1999999999999997,780,990.0,24m,2.6,-1.9,690.0,,,,,,,,,,,,,,,,400,22m,0.2,-1.0999999999999996,640,250.0,35m,0.8,-2.5,20.0,,,,,,,,,,,2,COMPLETE
1,1,3.6519126462878995,2025-05-30 00:02:31.114154,2025-05-30 00:02:31.617702,0 days 00:00:00.503548,,,,,,380,17m,2.2,-0.5,90,240.0,21m,2.7,-2.0999999999999996,630.0,,,,,,,,,,,,,,,,510,35m,3.0,-3.1,530,770.0,16m,1.3,-3.1,250.0,480.0,39m,2.8000000000000003,-2.9,540.0,790.0,13m,1.5,-1.1999999999999997,720.0,3,COMPLETE
2,2,1.6673262722757003,2025-05-30 00:02:31.620704,2025-05-30 00:02:32.203614,0 days 00:00:00.582910,,,,,,830,49m,3.3000000000000003,-1.5,300,920.0,5m,0.7000000000000001,-2.6,190.0,620.0,59m,0.6000000000000001,-1.7999999999999998,430.0,,,,,,110.0,17m,0.4,-0.09999999999999964,570.0,390,41m,0.1,-1.0999999999999996,220,470.0,3m,0.6000000000000001,-0.3999999999999999,960.0,870.0,24m,2.9000000000000004,-3.0,10.0,420.0,19m,2.6,-1.9,530.0,4,COMPLETE
3,3,0.9308423799872106,2025-05-30 00:02:32.206639,2025-05-30 00:02:32.404048,0 days 00:00:00.197409,,,,,,140,12m,1.0,-2.8,740,,,,,,,,,,,,,,,,,,,,,900,43m,3.0,-1.4,170,,,,,,,,,,,,,,,,1,COMPLETE
4,4,1.6020479154607792,2025-05-30 00:02:32.407561,2025-05-30 00:02:32.730489,0 days 00:00:00.322928,,,,,,410,9m,2.8000000000000003,-2.2,20,140.0,40m,1.6,-3.0,490.0,,,,,,,,,,,,,,,,870,29m,1.6,-0.2999999999999998,570,920.0,42m,2.7,-0.7999999999999998,250.0,,,,,,,,,,,2,COMPLETE
5,5,-0.40213856227309064,2025-05-30 00:02:32.733488,2025-05-30 00:02:33.427971,0 days 00:00:00.694483,70.0,19m,0.1,-1.4,570.0,460,28m,1.5,-3.5,520,700.0,42m,3.4000000000000004,-2.0,100.0,930.0,7m,1.7000000000000002,-1.7999999999999998,700.0,680.0,51m,1.9000000000000001,-3.3,300.0,30.0,58m,1.2000000000000002,-1.5999999999999999,290.0,680,42m,0.1,-1.0,540,140.0,46m,3.4000000000000004,-2.3,540.0,430.0,14m,2.2,-0.3999999999999999,640.0,280.0,37m,2.2,-0.2999999999999998,610.0,5,COMPLETE
6,6,,2025-05-30 00:02:33.431486,2025-05-30 00:02:33.621336,0 days 00:00:00.189850,,,,,,680,39m,0.6000000000000001,-1.7,970,,,,,,,,,,,,,,,,,,,,,800,25m,1.7000000000000002,0.0,840,,,,,,,,,,,,,,,,1,FAIL
7,7,0.024615293856050786,2025-05-30 00:02:33.625719,2025-05-30 00:02:34.080616,0 days 00:00:00.454897,,,,,,40,29m,3.3000000000000003,-0.3999999999999999,270,800.0,51m,2.0,-2.0999999999999996,930.0,,,,,,,,,,,,,,,,920,23m,1.3,-0.8999999999999999,10,930.0,12m,0.9,-3.2,860.0,550.0,19m,2.9000000000000004,-2.5,250.0,800.0,12m,1.1,-1.5,270.0,3,COMPLETE
8,8,-1.3492665799412076,2025-05-30 00:02:34.083618,2025-05-30 00:02:34.420618,0 days 00:00:00.337000,,,,,,760,31m,3.0,-0.8999999999999999,600,330.0,1m,2.5,0.0,790.0,,,,,,,,,,,,,,,,60,47m,2.5,-0.6999999999999997,40,960.0,48m,2.0,-0.2999999999999998,590.0,,,,,,,,,,,2,COMPLETE
9,9,,2025-05-30 00:02:34.422617,2025-05-30 00:02:34.735899,0 days 00:00:00.313282,,,,,,950,51m,2.7,-0.7999999999999998,180,960.0,37m,3.0,-1.4,360.0,,,,,,,,,,,,,,,,670,51m,2.4000000000000004,0.0,460,270.0,22m,2.5,-2.7,650.0,,,,,,,,,,,2,FAIL
10,10,0.1486130221085546,2025-05-30 00:02:34.740369,2025-05-30 00:02:35.433908,0 days 00:00:00.693539,210.0,40m,0.1,-1.7,180.0,870,31m,1.5,-0.3999999999999999,230,870.0,51m,2.5,-3.3,730.0,920.0,17m,1.2000000000000002,-1.5,770.0,290.0,53m,0.30000000000000004,-0.19999999999999973,380.0,720.0,37m,1.2000000000000002,-1.7999999999999998,150.0,980,6m,0.2,-3.4,40,10.0,26m,0.1,-0.7999999999999998,800.0,580.0,50m,1.5,-0.6999999999999997,860.0,50.0,38m,2.0,-1.5,230.0,5,COMPLETE
11,11,-3.513686994333795,2025-05-30 00:02:35.436411,2025-05-30 00:02:35.891763,0 days 00:00:00.455352,,,,,,130,24m,1.6,-0.6999999999999997,820,500.0,57m,0.6000000000000001,-3.0,700.0,,,,,,,,,,,,,,,,990,18m,2.2,-1.0,390,400.0,18m,2.2,-0.3999999999999999,620.0,280.0,19m,1.4000000000000001,-2.3,330.0,580.0,56m,2.7,-2.7,230.0,3,COMPLETE
12,12,1.695980560232623,2025-05-30 00:02:35.894765,2025-05-30 00:02:36.528821,0 days 00:00:00.634056,,,,,,320,44m,0.0,0.0,1000,20.0,21m,3.4000000000000004,-0.7999999999999998,430.0,60.0,24m,3.4000000000000004,-3.4,110.0,,,,,,940.0,23m,3.5,-3.4,980.0,140,35m,3.5,-2.7,910,660.0,16m,1.4000000000000001,-3.5,280.0,20.0,39m,0.30000000000000004,-1.2999999999999998,1000.0,880.0,13m,0.2,0.0,1000.0,4,COMPLETE
13,13,3.741203262469565,2025-05-30 00:02:36.530819,2025-05-30 00:02:37.170519,0 days 00:00:00.639700,,,,,,280,17m,0.30000000000000004,0.0,980,100.0,21m,3.5,-0.7999999999999998,410.0,40.0,19m,3.3000000000000003,-3.5,70.0,,,,,,980.0,23m,3.5,-3.5,990.0,130,35m,3.5,-2.8,970,680.0,16m,1.4000000000000001,-3.5,280.0,20.0,39m,0.1,-1.4,940.0,990.0,13m,0.0,0.0,940.0,4,COMPLETE
14,14,-4.053563521272494,2025-05-30 00:02:37.178154,2025-05-30 00:02:37.818940,0 days 00:00:00.640786,,,,,,290,17m,0.0,0.0,10,270.0,50m,3.5,-1.0999999999999996,320.0,30.0,19m,3.5,-3.3,20.0,,,,,,460.0,54m,3.5,-3.5,980.0,260,35m,3.3000000000000003,-2.3,980,700.0,16m,1.5,-2.8,300.0,20.0,39m,0.1,-3.4,670.0,990.0,23m,0.0,-0.7999999999999998,880.0,4,COMPLETE
15,15,-1.099843297159935,2025-05-30 00:02:37.826051,2025-05-30 00:02:38.472952,0 days 00:00:00.646901,,,,,,630,17m,0.8,-2.0999999999999996,990,320.0,21m,2.9000000000000004,-1.1999999999999997,550.0,370.0,19m,2.5,0.0,360.0,,,,,,930.0,23m,2.4000000000000004,-2.2,650.0,610,21m,2.8000000000000003,-3.4,770,690.0,56m,1.3,-1.7,70.0,920.0,18m,3.4000000000000004,-1.5999999999999999,550.0,710.0,53m,1.0,-0.7999999999999998,770.0,4,COMPLETE
16,16,0.13902989585290712,2025-05-30 00:02:38.477004,2025-05-30 00:02:38.972525,0 days 00:00:00.495521,,,,,,290,15m,2.3000000000000003,-1.0,400,20.0,6m,1.7000000000000002,-0.2999999999999998,340.0,,,,,,,,,,,,,,,,610,24m,2.2,-2.5,810,810.0,21m,2.5,-1.7999999999999998,400.0,250.0,39m,0.9,-2.0,820.0,980.0,13m,1.2000000000000002,-3.0,740.0,3,COMPLETE
17,17,-0.019137973665694277,2025-05-30 00:02:38.976029,2025-05-30 00:02:39.767718,0 days 00:00:00.791689,980.0,32m,3.5,-3.5,950.0,650,25m,2.3000000000000003,-0.5,160,190.0,32m,3.0,-1.4,580.0,360.0,48m,2.5,-2.5,250.0,990.0,48m,3.3000000000000003,-1.7999999999999998,980.0,470.0,12m,2.5,-2.6,790.0,310,51m,3.1,-2.9,410,570.0,25m,0.0,-3.5,160.0,670.0,28m,2.3000000000000003,-1.1999999999999997,330.0,690.0,13m,0.6000000000000001,-0.7999999999999998,980.0,5,COMPLETE
18,18,0.8976776759694286,2025-05-30 00:02:39.770471,2025-05-30 00:02:39.995813,0 days 00:00:00.225342,,,,,,180,8m,0.7000000000000001,-1.5999999999999999,640,,,,,,,,,,,,,,,,,,,,,460,32m,1.0,-2.0999999999999996,690,,,,,,,,,,,,,,,,1,COMPLETE
19,19,-0.6652607592336107,2025-05-30 00:02:39.995813,2025-05-30 00:02:40.678971,0 days 00:00:00.683158,,,,,,990,58m,2.2,0.0,390,500.0,55m,2.1,-0.5999999999999996,950.0,260.0,2m,2.6,-0.3999999999999999,970.0,,,,,,740.0,59m,2.6,-0.6999999999999997,330.0,200,3m,3.5,-3.0,380,800.0,19m,1.7000000000000002,-2.9,400.0,280.0,10m,0.8,-2.9,970.0,820.0,2m,3.5,-2.3,710.0,4,COMPLETE
20,20,1.0139917087166728,2025-05-30 00:02:40.681971,2025-05-30 00:02:41.207251,0 days 00:00:00.525280,,,,,,360,1m,0.4,-1.2999999999999998,860,410.0,23m,0.0,-2.4,290.0,,,,,,,,,,,,,,,,20,26m,2.6,-1.7999999999999998,860,550.0,49m,1.1,-2.0,400.0,790.0,30m,2.1,-0.7999999999999998,450.0,540.0,33m,1.6,-3.5,30.0,3,COMPLETE
21,21,2.73468225326532,2025-05-30 00:02:41.212870,2025-05-30 00:02:41.589547,0 days 00:00:00.376677,,,,,,530,18m,2.0,-2.0999999999999996,120,170.0,16m,3.1,-1.5,50.0,,,,,,,,,,,,,,,,750,30m,2.1,-3.5,1000,360.0,15m,0.4,-2.9,190.0,,,,,,,,,,,2,COMPLETE
22,22,-0.42569804910683146,2025-05-30 00:02:41.592547,2025-05-30 00:02:42.119249,0 days 00:00:00.526702,,,,,,240,55m,2.7,-0.2999999999999998,440,640.0,20m,1.2000000000000002,-0.7999999999999998,430.0,,,,,,,,,,,,,,,,530,52m,0.7000000000000001,-3.1,720,810.0,57m,1.9000000000000001,-1.1999999999999997,730.0,170.0,11m,3.5,-2.0,760.0,1000.0,18m,0.6000000000000001,-1.0999999999999996,850.0,3,COMPLETE
23,23,2.0279454219528064,2025-05-30 00:02:42.124637,2025-05-30 00:02:42.524009,0 days 00:00:00.399372,,,,,,530,17m,2.0,-2.3,120,150.0,21m,3.0,-1.5,110.0,,,,,,,,,,,,,,,,760,49m,2.0,-3.5,980,340.0,15m,0.4,-3.0,140.0,,,,,,,,,,,2,COMPLETE
24,24,1.651712624746043,2025-05-30 00:02:42.526513,2025-05-30 00:02:42.897260,0 days 00:00:00.370747,,,,,,430,30m,1.2000000000000002,-2.8,120,100.0,16m,3.2,-1.5999999999999999,60.0,,,,,,,,,,,,,,,,780,30m,2.9000000000000004,-3.2,1000,590.0,4m,0.30000000000000004,-2.6,180.0,,,,,,,,,,,2,COMPLETE
25,25,2.1112411251049408,2025-05-30 00:02:42.897260,2025-05-30 00:02:43.403431,0 days 00:00:00.506171,,,,,,620,18m,2.5,-1.9,210,250.0,13m,2.7,-2.4,210.0,,,,,,,,,,,,,,,,560,35m,2.5,-2.7,870,470.0,15m,1.0,-3.2,330.0,420.0,51m,2.7,-0.09999999999999964,70.0,690.0,22m,3.4000000000000004,-0.2999999999999998,410.0,3,COMPLETE
26,26,,2025-05-30 00:02:43.406805,2025-05-30 00:02:43.618989,0 days 00:00:00.212184,,,,,,20,45m,2.0,-2.6,330,,,,,,,,,,,,,,,,,,,,,790,54m,1.7000000000000002,-2.0,920,,,,,,,,,,,,,,,,1,FAIL
27,27,0.1935166535388819,2025-05-30 00:02:43.618989,2025-05-30 00:02:43.836583,0 days 00:00:00.217594,,,,,,20,4m,2.0,-2.6,330,,,,,,,,,,,,,,,,,,,,,760,48m,3.2,-2.0999999999999996,280,,,,,,,,,,,,,,,,1,COMPLETE
28,28,-0.20294827247259742,2025-05-30 00:02:43.843582,2025-05-30 00:02:44.195891,0 days 00:00:00.352309,,,,,,500,11m,1.8,-0.7999999999999998,90,100.0,43m,2.2,-1.0999999999999996,20.0,,,,,,,,,,,,,,,,460,30m,1.8,-2.7,640,330.0,37m,0.6000000000000001,-3.2,210.0,,,,,,,,,,,2,COMPLETE
29,29,0.8362865766763847,2025-05-30 00:02:44.195891,2025-05-30 00:02:44.819125,0 days 00:00:00.623234,,,,,,380,43m,1.3,-3.4,900,400.0,16m,3.2,-0.5,860.0,620.0,22m,0.1,-2.7,600.0,,,,,,270.0,2m,0.2,-2.8,770.0,310,27m,2.7,-3.3,910,740.0,24m,1.3,-2.2,90.0,150.0,21m,0.9,-3.5,490.0,870.0,24m,1.6,-2.0,620.0,4,COMPLETE
30,30,2.541150338985138,2025-05-30 00:02:44.826163,2025-05-30 00:02:45.351695,0 days 00:00:00.525532,,,,,,240,18m,2.6,-1.9,560,200.0,8m,2.8000000000000003,-1.7,620.0,,,,,,,,,,,,,,,,650,40m,2.2,-2.9,490,220.0,16m,1.7000000000000002,-3.5,470.0,700.0,43m,1.9000000000000001,-1.5,180.0,420.0,36m,0.5,0.0,880.0,3,COMPLETE
31,31,,2025-05-30 00:02:45.354213,2025-05-30 00:02:45.710175,0 days 00:00:00.355962,,,,,,720,59m,0.4,-2.5,690,70.0,56m,3.2,-2.2,410.0,,,,,,,,,,,,,,,,180,57m,3.3000000000000003,-1.7999999999999998,780,630.0,33m,3.0,-2.7,340.0,,,,,,,,,,,2,FAIL
32,32,,2025-05-30 00:02:45.715593,2025-05-30 00:02:46.059861,0 days 00:00:00.344268,,,,,,740,26m,0.4,-1.1999999999999997,650,10.0,46m,3.2,-2.3,450.0,,,,,,,,,,,,,,,,140,45m,1.5,-1.7,800,620.0,33m,2.2,-2.7,340.0,,,,,,,,,,,2,FAIL
33,33,0.6397601071737398,2025-05-30 00:02:46.063646,2025-05-30 00:02:46.708362,0 days 00:00:00.644716,,,,,,730,14m,0.4,-1.1999999999999997,700,60.0,10m,3.2,-2.2,450.0,190.0,35m,2.9000000000000004,-1.0,200.0,,,,,,750.0,43m,1.8,-1.0999999999999996,420.0,150,31m,3.3000000000000003,-2.4,780,610.0,47m,2.3000000000000003,-2.7,340.0,1000.0,29m,0.5,-2.6,680.0,750.0,51m,2.8000000000000003,-1.1999999999999997,390.0,4,COMPLETE
34,34,-3.461575904029983,2025-05-30 00:02:46.710177,2025-05-30 00:02:47.061503,0 days 00:00:00.351326,,,,,,530,52m,2.0,-0.19999999999999973,450,390.0,9m,2.3000000000000003,-1.2999999999999998,210.0,,,,,,,,,,,,,,,,390,19m,1.5,-1.7999999999999998,660,860.0,54m,3.0,-3.1,10.0,,,,,,,,,,,2,COMPLETE
35,35,-0.35133697673615466,2025-05-30 00:02:47.069129,2025-05-30 00:02:47.284313,0 days 00:00:00.215184,,,,,,590,3m,2.9000000000000004,-1.4,60,,,,,,,,,,,,,,,,,,,,,700,20m,2.4000000000000004,-3.2,580,,,,,,,,,,,,,,,,1,COMPLETE
36,36,1.5458964640079649,2025-05-30 00:02:47.287574,2025-05-30 00:02:47.814022,0 days 00:00:00.526448,,,,,,220,18m,2.5,-1.7999999999999998,510,220.0,11m,2.8000000000000003,-1.7999999999999998,620.0,,,,,,,,,,,,,,,,630,15m,2.0,-2.9,470,260.0,16m,1.7000000000000002,-3.5,470.0,710.0,43m,1.8,-1.4,170.0,330.0,36m,0.4,0.0,870.0,3,COMPLETE
37,37,1.7435933220515754,2025-05-30 00:02:47.818172,2025-05-30 00:02:48.370696,0 days 00:00:00.552524,,,,,,350,19m,3.5,-1.9,560,180.0,8m,3.5,-1.7,640.0,,,,,,,,,,,,,,,,820,53m,2.2,-3.5,500,180.0,23m,1.6,-3.3,450.0,660.0,41m,1.3,-1.0,390.0,240.0,55m,0.0,-0.3999999999999999,910.0,3,COMPLETE
38,38,,2025-05-30 00:02:48.377248,2025-05-30 00:02:48.764573,0 days 00:00:00.387325,,,,,,110,46m,2.6,-2.5,690,300.0,59m,3.1,-0.8999999999999999,790.0,,,,,,,,,,,,,,,,470,34m,3.0,-2.9,250,390.0,44m,1.2000000000000002,-2.9,230.0,,,,,,,,,,,2,FAIL
39,39,1.9075105106970562,2025-05-30 00:02:48.769090,2025-05-30 00:02:49.136354,0 days 00:00:00.367264,,,,,,130,48m,3.1,-2.4,720,290.0,15m,3.0,-0.8999999999999999,770.0,,,,,,,,,,,,,,,,490,40m,2.9000000000000004,-2.9,300,100.0,9m,1.2000000000000002,-2.9,220.0,,,,,,,,,,,2,COMPLETE
40,40,2.1278655184308826,2025-05-30 00:02:49.143018,2025-05-30 00:02:49.667952,0 days 00:00:00.524934,,,,,,460,7m,2.6,-1.5999999999999999,910,90.0,31m,2.6,-1.7999999999999998,540.0,,,,,,,,,,,,,,,,690,28m,1.8,-1.5,180,240.0,29m,0.7000000000000001,-2.4,100.0,420.0,9m,2.5,-1.9,190.0,430.0,35m,0.8,-0.5,800.0,3,COMPLETE
41,41,-5.336131823573342,2025-05-30 00:02:49.667952,2025-05-30 00:02:50.280312,0 days 00:00:00.612360,,,,,,250,56m,2.2,-2.6,190,210.0,59m,3.2,-2.3,660.0,510.0,15m,1.8,-2.6,10.0,,,,,,990.0,20m,3.0,-3.0,80.0,560,14m,3.0,0.0,600,400.0,53m,2.0,-3.5,350.0,780.0,22m,1.8,-1.5999999999999999,590.0,610.0,36m,1.4000000000000001,0.0,700.0,4,COMPLETE
42,42,1.294003701832788,2025-05-30 00:02:50.282067,2025-05-30 00:02:51.063551,0 days 00:00:00.781484,770.0,43m,2.6,-0.09999999999999964,50.0,400,2m,1.7000000000000002,-2.0999999999999996,350,140.0,2m,2.4000000000000004,-2.6,360.0,830.0,40m,2.0,-3.5,320.0,30.0,54m,0.30000000000000004,0.0,820.0,610.0,26m,1.8,-2.2,800.0,430,16m,1.1,-2.6,450,280.0,58m,0.8,-2.6,540.0,480.0,43m,3.2,-2.2,930.0,170.0,45m,0.4,-1.1999999999999997,940.0,5,COMPLETE
43,43,-4.12983240753944,2025-05-30 00:02:51.067061,2025-05-30 00:02:51.427151,0 days 00:00:00.360090,,,,,,100,35m,1.9000000000000001,-1.0999999999999996,790,590.0,46m,2.7,-1.9,840.0,,,,,,,,,,,,,,,,870,11m,1.6,-2.2,320,510.0,36m,0.5,-3.3,240.0,,,,,,,,,,,2,COMPLETE
44,44,5.2041351060208685,2025-05-30 00:02:51.430769,2025-05-30 00:02:51.916027,0 days 00:00:00.485258,,,,,,200,23m,1.3,-3.1,270,140.0,29m,2.0,-2.8,470.0,,,,,,,,,,,,,,,,340,5m,3.5,-3.1,920,410.0,5m,1.0,-3.0,700.0,600.0,36m,1.9000000000000001,-1.7,760.0,460.0,39m,0.9,-0.6999999999999997,610.0,3,COMPLETE
45,45,-1.6629227242149696,2025-05-30 00:02:51.919032,2025-05-30 00:02:52.274430,0 days 00:00:00.355398,,,,,,90,23m,1.3,-3.3,250,10.0,52m,1.4000000000000001,-2.8,500.0,,,,,,,,,,,,,,,,330,10m,3.5,-3.1,940,410.0,59m,0.9,-2.5,680.0,,,,,,,,,,,2,COMPLETE
46,46,-3.520376389122166,2025-05-30 00:02:52.276428,2025-05-30 00:02:52.485768,0 days 00:00:00.209340,,,,,,180,27m,1.0,-3.1,60,,,,,,,,,,,,,,,,,,,,,210,39m,3.3000000000000003,-3.2,850,,,,,,,,,,,,,,,,1,COMPLETE
47,47,3.9507185244927014,2025-05-30 00:02:52.488343,2025-05-30 00:02:52.970722,0 days 00:00:00.482379,,,,,,200,53m,0.4,-0.5999999999999996,280,120.0,29m,1.9000000000000001,-3.5,600.0,,,,,,,,,,,,,,,,100,58m,3.1,-2.8,530,320.0,5m,1.5,-3.0,960.0,610.0,36m,2.0,-1.5999999999999999,750.0,400.0,39m,0.8,-0.5999999999999996,620.0,3,COMPLETE
48,48,3.5055171088847996,2025-05-30 00:02:52.976629,2025-05-30 00:02:53.467905,0 days 00:00:00.491276,,,,,,190,53m,0.4,-0.6999999999999997,280,110.0,53m,2.0,-3.5,490.0,,,,,,,,,,,,,,,,90,5m,3.1,-3.3,940,450.0,5m,1.1,-2.9,860.0,590.0,36m,2.6,-1.7999999999999998,760.0,490.0,39m,0.9,-0.5999999999999996,600.0,3,COMPLETE
49,49,-0.1779451587883823,2025-05-30 00:02:53.467905,2025-05-30 00:02:53.981636,0 days 00:00:00.513731,,,,,,190,53m,0.30000000000000004,-0.5999999999999996,250,70.0,26m,2.0,-3.5,400.0,,,,,,,,,,,,,,,,90,58m,3.1,-2.8,550,500.0,38m,1.1,-3.1,990.0,600.0,36m,2.4000000000000004,-1.7999999999999998,760.0,490.0,39m,0.9,-0.5999999999999996,610.0,3,COMPLETE
50,50,3.048153255476053,2025-05-30 00:02:53.984596,2025-05-30 00:02:54.501694,0 days 00:00:00.517098,,,,,,70,53m,0.7000000000000001,-0.19999999999999973,300,90.0,29m,1.9000000000000001,-3.2,490.0,,,,,,,,,,,,,,,,90,5m,3.3000000000000003,-2.4,930,450.0,5m,1.3,0.0,930.0,480.0,36m,2.7,-1.0999999999999996,860.0,340.0,39m,1.2000000000000002,-0.7999999999999998,500.0,3,COMPLETE
51,51,4.992681523794689,2025-05-30 00:02:54.504694,2025-05-30 00:02:55.154527,0 days 00:00:00.649833,,,,,,290,57m,0.2,-0.7999999999999998,170,980.0,29m,1.5,-3.4,570.0,160.0,45m,1.1,-2.3,530.0,,,,,,320.0,36m,1.1,-0.09999999999999964,630.0,10,5m,3.5,-3.3,110,640.0,5m,1.5,-3.3,890.0,590.0,36m,2.1,-1.7999999999999998,750.0,490.0,52m,0.8,-1.0,660.0,4,COMPLETE
52,52,1.786482695660817,2025-05-30 00:02:55.159040,2025-05-30 00:02:55.823995,0 days 00:00:00.664955,,,,,,300,57m,0.2,-0.5,170,850.0,29m,1.1,-3.1,580.0,160.0,12m,1.1,-2.3,540.0,,,,,,290.0,36m,1.0,-0.2999999999999998,660.0,30,4m,3.5,-2.6,60,740.0,5m,1.5,-3.3,910.0,520.0,5m,2.0,-2.2,890.0,620.0,30m,1.4000000000000001,-1.0999999999999996,560.0,4,COMPLETE
53,53,-0.839612690418636,2025-05-30 00:02:55.826501,2025-05-30 00:02:56.643415,0 days 00:00:00.816914,480.0,45m,1.5,-3.4,890.0,330,36m,0.2,-0.8999999999999999,160,920.0,29m,1.5,-2.8,710.0,20.0,45m,1.1,-3.0,800.0,620.0,32m,3.1,-3.4,10.0,310.0,25m,0.8,-1.1999999999999997,900.0,140,37m,3.4000000000000004,-3.0,740,1000.0,39m,2.0,-2.7,790.0,810.0,2m,1.6,-3.1,710.0,370.0,52m,1.9000000000000001,-1.7,480.0,5,COMPLETE
54,54,1.9995739474005343,2025-05-30 00:02:56.645414,2025-05-30 00:02:57.303259,0 days 00:00:00.657845,,,,,,260,39m,0.6000000000000001,-0.2999999999999998,10,690.0,14m,1.7000000000000002,-2.9,270.0,310.0,11m,0.5,-2.0999999999999996,450.0,,,,,,600.0,42m,1.5,-0.5999999999999996,500.0,230,9m,2.9000000000000004,-0.5,80,630.0,6m,1.8,-1.2999999999999998,870.0,370.0,46m,3.0,-0.8999999999999999,780.0,450.0,50m,0.7000000000000001,-1.0,680.0,4,COMPLETE
55,55,-2.0298182189039546,2025-05-30 00:02:57.306260,2025-05-30 00:02:57.964257,0 days 00:00:00.657997,,,,,,470,22m,0.0,-0.09999999999999964,330,780.0,44m,0.9,-3.3,390.0,170.0,10m,1.4000000000000001,-3.0,610.0,,,,,,360.0,47m,0.7000000000000001,-1.2999999999999998,670.0,370,56m,3.2,-3.3,120,660.0,33m,1.5,-2.2,780.0,730.0,7m,2.1,-0.5,600.0,920.0,58m,2.3000000000000003,-1.4,660.0,4,COMPLETE
56,56,1.3249596511360926,2025-05-30 00:02:57.967476,2025-05-30 00:02:58.610613,0 days 00:00:00.643137,,,,,,150,34m,0.9,-0.5,460,340.0,49m,1.8,-3.4,560.0,470.0,20m,0.7000000000000001,-1.0999999999999996,970.0,,,,,,170.0,1m,2.2,-2.3,840.0,180,54m,2.7,-1.1999999999999997,240,860.0,7m,1.4000000000000001,-3.3,950.0,610.0,34m,1.1,-2.6,910.0,550.0,5m,0.2,-0.19999999999999973,550.0,4,COMPLETE
57,57,1.6206248520619801,2025-05-30 00:02:58.613721,2025-05-30 00:02:59.092876,0 days 00:00:00.479155,,,,,,200,38m,0.5,-0.6999999999999997,280,970.0,38m,1.5,-3.5,470.0,,,,,,,,,,,,,,,,90,5m,3.0,-3.3,950,540.0,43m,1.0,-3.0,850.0,630.0,15m,2.7,-1.5999999999999999,720.0,470.0,39m,1.0,-0.5999999999999996,630.0,3,COMPLETE
58,58,4.761004496681205,2025-05-30 00:02:59.094875,2025-05-30 00:02:59.599532,0 days 00:00:00.504657,,,,,,280,42m,0.2,-0.6999999999999997,220,130.0,53m,2.1,-3.2,520.0,,,,,,,,,,,,,,,,10,5m,3.1,-3.1,820,740.0,5m,1.2000000000000002,-3.1,640.0,550.0,37m,2.5,-1.7999999999999998,800.0,380.0,4m,1.3,-0.5999999999999996,800.0,3,COMPLETE
59,59,0.8467804026343488,2025-05-30 00:02:59.603530,2025-05-30 00:03:00.097619,0 days 00:00:00.494089,,,,,,320,33m,0.1,-1.0,60,50.0,18m,1.3,-3.1,530.0,,,,,,,,,,,,,,,,10,45m,3.4000000000000004,-3.0,820,730.0,14m,1.3,-3.3,630.0,530.0,58m,2.2,-1.2999999999999998,830.0,260.0,4m,1.4000000000000001,-0.8999999999999999,830.0,3,COMPLETE
60,60,4.492486999266426,2025-05-30 00:03:00.100619,2025-05-30 00:03:00.600182,0 days 00:00:00.499563,,,,,,280,42m,0.6000000000000001,-0.3999999999999999,210,260.0,54m,2.2,-2.6,680.0,,,,,,,,,,,,,,,,50,1m,3.2,-3.1,410,770.0,5m,0.8,-3.1,560.0,350.0,37m,1.6,-1.7,610.0,370.0,11m,1.2000000000000002,-0.2999999999999998,770.0,3,COMPLETE
