,number,value,datetime_start,datetime_complete,duration,params_AAL_HAS_beta_win,params_AAL_HAS_trade_freq,params_AAL_HAS_z_entry,params_AAL_HAS_z_exit,params_AAL_HAS_z_win,params_BIDU_BIIB_beta_win,params_BIDU_BIIB_trade_freq,params_BIDU_BIIB_z_entry,params_BIDU_BIIB_z_exit,params_BIDU_BIIB_z_win,params_FB_BIIB_beta_win,params_FB_BIIB_trade_freq,params_FB_BIIB_z_entry,params_FB_BIIB_z_exit,params_FB_BIIB_z_win,params_ISRG_HAS_beta_win,params_ISRG_HAS_trade_freq,params_ISRG_HAS_z_entry,params_ISRG_HAS_z_exit,params_ISRG_HAS_z_win,params_KHC_HAS_beta_win,params_KHC_HAS_trade_freq,params_KHC_HAS_z_entry,params_KHC_HAS_z_exit,params_KHC_HAS_z_win,params_MELI_BIIB_beta_win,params_MELI_BIIB_trade_freq,params_MELI_BIIB_z_entry,params_MELI_BIIB_z_exit,params_MELI_BIIB_z_win,params_MSFT_HAS_beta_win,params_MSFT_HAS_trade_freq,params_MSFT_HAS_z_entry,params_MSFT_HAS_z_exit,params_MSFT_HAS_z_win,params_NTES_BIIB_beta_win,params_NTES_BIIB_trade_freq,params_NTES_BIIB_z_entry,params_NTES_BIIB_z_exit,params_NTES_BIIB_z_win,params_SBUX_HAS_beta_win,params_SBUX_HAS_trade_freq,params_SBUX_HAS_z_entry,params_SBUX_HAS_z_exit,params_SBUX_HAS_z_win,params_WYNN_BIIB_beta_win,params_WYNN_BIIB_trade_freq,params_WYNN_BIIB_z_entry,params_WYNN_BIIB_z_exit,params_WYNN_BIIB_z_win,params_pairs_to_trade,state
98,98,1.8951887209014657,2025-05-29 23:30:16.940018,2025-05-29 23:30:17.826007,0 days 00:00:00.885989,880.0,16m,1.2000000000000002,-1.4,540.0,490.0,41m,0.1,-3.5,820.0,640.0,21m,2.4000000000000004,-1.4,960.0,,,,,,,,,,,90,23m,0.4,-2.4,630,510,49m,2.8000000000000003,-0.5,670,,,,,,500.0,32m,0.8,0.0,510.0,,,,,,3,COMPLETE
99,99,-0.18051819515072265,2025-05-29 23:30:17.837361,2025-05-29 23:30:18.672220,0 days 00:00:00.834859,880.0,15m,1.1,-1.4,550.0,450.0,41m,0.1,-3.3,820.0,490.0,21m,2.4000000000000004,-1.4,960.0,,,,,,,,,,,100,14m,0.4,-2.4,590,660,9m,2.8000000000000003,-0.5,660,,,,,,490.0,32m,0.30000000000000004,0.0,600.0,,,,,,3,COMPLETE
100,100,-1.3952037751083486,2025-05-29 23:30:18.674050,2025-05-29 23:30:19.493628,0 days 00:00:00.819578,850.0,35m,1.2000000000000002,-1.0999999999999996,480.0,490.0,6m,0.0,-3.4,960.0,660.0,3m,2.6,-1.4,970.0,,,,,,,,,,,190,29m,0.5,-2.3,640,510,49m,2.9000000000000004,-1.0,690,,,,,,460.0,32m,0.9,-0.2999999999999998,430.0,,,,,,3,COMPLETE
101,101,0.04540182699355954,2025-05-29 23:30:19.503965,2025-05-29 23:30:20.317975,0 days 00:00:00.814010,900.0,19m,1.0,-1.2999999999999998,510.0,650.0,41m,0.2,-3.1,780.0,620.0,5m,2.3000000000000003,-1.5,1000.0,,,,,,,,,,,220,23m,0.6000000000000001,-2.0999999999999996,690,550,49m,3.1,-0.6999999999999997,680,,,,,,510.0,43m,0.8,-0.19999999999999973,510.0,,,,,,3,COMPLETE
102,102,-0.94857722060032,2025-05-29 23:30:20.323557,2025-05-29 23:30:21.157618,0 days 00:00:00.834061,820.0,37m,1.2000000000000002,-1.7,640.0,500.0,12m,0.1,-2.0,860.0,590.0,30m,2.5,-1.1999999999999997,920.0,,,,,,,,,,,300,23m,0.30000000000000004,-2.3,760,500,26m,2.8000000000000003,-0.5999999999999996,610,,,,,,570.0,39m,0.6000000000000001,0.0,560.0,,,,,,3,COMPLETE
103,103,-0.40027912984082,2025-05-29 23:30:21.167388,2025-05-29 23:30:21.770096,0 days 00:00:00.602708,970.0,16m,0.8,-1.5,570.0,,,,,,540.0,14m,2.6,-2.8,890.0,,,,,,,,,,,90,43m,1.1,-2.5,630,590,6m,2.6,0.0,710,,,,,,,,,,,,,,,,2,COMPLETE
104,104,-0.6525372456786006,2025-05-29 23:30:21.772213,2025-05-29 23:30:22.808206,0 days 00:00:01.035993,350.0,18m,1.0,-1.4,460.0,710.0,2m,3.3000000000000003,-3.4,890.0,630.0,1m,2.4000000000000004,-1.1999999999999997,940.0,,,,,,550.0,35m,3.1,-2.0,650.0,450,41m,0.5,-2.8,510,580,29m,2.7,-0.2999999999999998,580,,,,,,440.0,24m,0.8,-0.5,510.0,550.0,34m,2.3000000000000003,-3.5,550.0,4,COMPLETE
105,105,-0.8900688685020266,2025-05-29 23:30:22.808206,2025-05-29 23:30:23.879327,0 days 00:00:01.071121,480.0,12m,1.3,-1.1999999999999997,590.0,450.0,10m,0.30000000000000004,-3.5,840.0,680.0,10m,1.9000000000000001,-3.4,870.0,,,,,,490.0,24m,2.9000000000000004,-0.7999999999999998,700.0,10,26m,0.4,-2.0,780,530,54m,1.5,-2.3,660,,,,,,370.0,11m,0.7000000000000001,-0.3999999999999999,330.0,210.0,54m,2.0,-2.6,590.0,4,COMPLETE
106,106,,2025-05-29 23:30:23.883415,2025-05-29 23:30:24.955640,0 days 00:00:01.072225,920.0,59m,1.5,-1.0,530.0,560.0,35m,1.0,-3.1,800.0,580.0,40m,2.3000000000000003,-2.9,970.0,,,,,,670.0,46m,3.5,-0.5,330.0,260,47m,0.8,-2.6,820,610,55m,3.1,-0.5,730,,,,,,460.0,57m,1.1,-0.09999999999999964,400.0,150.0,46m,2.2,-1.5999999999999999,470.0,4,FAIL
107,107,,2025-05-29 23:30:24.963748,2025-05-29 23:30:26.102106,0 days 00:00:01.138358,920.0,59m,1.5,-1.0,540.0,600.0,35m,1.0,-1.7,670.0,740.0,40m,2.2,-3.1,970.0,,,,,,420.0,52m,2.7,-0.5,690.0,280,47m,0.8,-2.4,830,660,24m,2.9000000000000004,-0.7999999999999998,730,,,,,,480.0,51m,1.1,-3.4,390.0,160.0,22m,2.2,-1.7,580.0,4,FAIL
108,108,0.7207213327664721,2025-05-29 23:30:26.104032,2025-05-29 23:30:27.254997,0 days 00:00:01.150965,930.0,48m,1.5,-1.0,670.0,560.0,20m,1.0,-3.1,660.0,480.0,40m,2.2,-2.9,970.0,,,,,,670.0,19m,2.7,-0.5,590.0,270,18m,0.8,-1.7,540,570,55m,3.1,-0.7999999999999998,720,,,,,,470.0,58m,1.1,-3.5,450.0,150.0,39m,2.4000000000000004,-1.7,470.0,4,COMPLETE
109,109,2.358989172428923,2025-05-29 23:30:27.267114,2025-05-29 23:30:28.436314,0 days 00:00:01.169200,860.0,59m,3.2,-1.0999999999999996,540.0,510.0,44m,0.1,-2.9,810.0,760.0,57m,1.3,-0.8999999999999999,920.0,,,,,,590.0,40m,2.5,-1.0,690.0,390,15m,0.6000000000000001,-2.6,830,630,20m,2.9000000000000004,-2.6,560,,,,,,540.0,57m,1.2000000000000002,-0.19999999999999973,580.0,400.0,30m,0.6000000000000001,-2.0,700.0,4,COMPLETE
110,110,2.5735766100751083,2025-05-29 23:30:28.442308,2025-05-29 23:30:29.641730,0 days 00:00:01.199422,860.0,16m,3.3000000000000003,-1.0999999999999996,530.0,420.0,35m,0.1,-2.8,800.0,780.0,57m,0.9,-0.8999999999999999,920.0,,,,,,410.0,8m,2.6,-1.0,710.0,360,15m,0.6000000000000001,-2.6,790,630,14m,2.9000000000000004,-2.7,510,,,,,,640.0,57m,1.2000000000000002,-0.19999999999999973,610.0,280.0,46m,0.5,-1.7999999999999998,340.0,4,COMPLETE
111,111,4.051959642200264,2025-05-29 23:30:29.655146,2025-05-29 23:30:30.842856,0 days 00:00:01.187710,890.0,16m,3.3000000000000003,-1.1999999999999997,410.0,410.0,44m,0.1,-2.9,780.0,720.0,57m,0.4,-0.7999999999999998,930.0,,,,,,430.0,49m,2.4000000000000004,-1.0999999999999996,60.0,380,15m,0.6000000000000001,-2.6,830,650,31m,2.9000000000000004,-2.7,510,,,,,,260.0,57m,1.4000000000000001,-0.19999999999999973,600.0,290.0,41m,0.30000000000000004,-1.7999999999999998,280.0,4,COMPLETE
112,112,4.851066453369053,2025-05-29 23:30:30.842856,2025-05-29 23:30:32.033574,0 days 00:00:01.190718,860.0,16m,3.3000000000000003,-1.1999999999999997,430.0,420.0,35m,0.1,-2.8,810.0,730.0,57m,0.1,-0.7999999999999998,930.0,,,,,,410.0,49m,2.5,-1.0999999999999996,20.0,380,15m,0.6000000000000001,-2.6,820,620,14m,2.9000000000000004,-2.5,450,,,,,,250.0,57m,1.4000000000000001,-0.09999999999999964,600.0,280.0,41m,0.30000000000000004,-1.5999999999999999,260.0,4,COMPLETE
113,113,4.222496383507698,2025-05-29 23:30:32.043918,2025-05-29 23:30:33.228294,0 days 00:00:01.184376,860.0,16m,3.3000000000000003,-1.1999999999999997,410.0,400.0,44m,0.1,-2.9,800.0,740.0,57m,0.1,-0.7999999999999998,930.0,,,,,,410.0,49m,2.3000000000000003,-1.0999999999999996,50.0,410,15m,0.6000000000000001,-2.6,830,620,14m,2.9000000000000004,-2.7,370,,,,,,180.0,57m,1.4000000000000001,-0.09999999999999964,610.0,280.0,41m,0.2,-1.5999999999999999,300.0,4,COMPLETE
114,114,3.3842079231284297,2025-05-29 23:30:33.235284,2025-05-29 23:30:34.381440,0 days 00:00:01.146156,850.0,35m,3.2,-1.1999999999999997,410.0,400.0,35m,0.30000000000000004,-2.8,800.0,740.0,57m,0.1,-0.7999999999999998,930.0,,,,,,410.0,49m,2.5,-1.0999999999999996,20.0,370,15m,0.6000000000000001,-2.8,830,610,14m,2.9000000000000004,-2.7,380,,,,,,130.0,57m,1.4000000000000001,-0.09999999999999964,650.0,270.0,41m,0.2,-1.5999999999999999,300.0,4,COMPLETE
115,115,5.278948316908692,2025-05-29 23:30:34.387105,2025-05-29 23:30:35.563094,0 days 00:00:01.175989,850.0,16m,3.3000000000000003,-1.0999999999999996,410.0,420.0,44m,0.30000000000000004,-2.7,800.0,770.0,57m,0.30000000000000004,-0.7999999999999998,920.0,,,,,,400.0,49m,2.5,-1.0999999999999996,20.0,380,15m,0.7000000000000001,-2.8,840,630,14m,2.9000000000000004,-2.7,370,,,,,,150.0,57m,1.5,-0.09999999999999964,650.0,300.0,46m,0.2,-1.5999999999999999,290.0,4,COMPLETE
116,116,2.6196702612905103,2025-05-29 23:30:35.573367,2025-05-29 23:30:36.725879,0 days 00:00:01.152512,840.0,17m,3.3000000000000003,-1.1999999999999997,420.0,410.0,35m,0.30000000000000004,-2.8,800.0,760.0,57m,0.4,-0.7999999999999998,930.0,,,,,,420.0,49m,2.5,-1.0999999999999996,30.0,360,15m,0.7000000000000001,-2.6,840,640,14m,2.9000000000000004,-2.7,350,,,,,,130.0,57m,1.2000000000000002,-0.09999999999999964,660.0,280.0,41m,0.2,-1.5999999999999999,250.0,4,COMPLETE
117,117,2.8483596912250086,2025-05-29 23:30:36.733369,2025-05-29 23:30:37.869161,0 days 00:00:01.135792,840.0,16m,3.3000000000000003,-1.1999999999999997,410.0,400.0,35m,0.30000000000000004,-2.7,770.0,730.0,57m,0.4,-0.6999999999999997,940.0,,,,,,410.0,49m,2.3000000000000003,-1.0999999999999996,30.0,360,15m,0.7000000000000001,-2.8,790,650,14m,3.0,-2.8,350,,,,,,120.0,57m,1.5,-0.2999999999999998,660.0,270.0,41m,0.2,-1.5999999999999999,250.0,4,COMPLETE
118,118,-1.233563489667532,2025-05-29 23:30:37.878838,2025-05-29 23:30:39.035521,0 days 00:00:01.156683,830.0,17m,3.5,-1.2999999999999998,400.0,330.0,35m,0.30000000000000004,-2.6,780.0,710.0,57m,0.1,-0.6999999999999997,1000.0,,,,,,340.0,49m,2.3000000000000003,-1.1999999999999997,30.0,420,15m,0.7000000000000001,-2.8,920,690,14m,3.1,-2.9,380,,,,,,110.0,57m,1.7000000000000002,-0.09999999999999964,660.0,280.0,41m,0.30000000000000004,-1.5,220.0,4,COMPLETE
119,119,3.834990930881982,2025-05-29 23:30:39.046043,2025-05-29 23:30:40.175224,0 days 00:00:01.129181,800.0,16m,3.4000000000000004,-1.1999999999999997,430.0,380.0,35m,0.30000000000000004,-2.8,850.0,740.0,57m,0.4,-0.5999999999999996,940.0,,,,,,350.0,49m,2.3000000000000003,-1.4,60.0,360,15m,0.9,-2.9,850,660,14m,3.0,-2.9,320,,,,,,120.0,57m,1.5,-0.2999999999999998,700.0,320.0,41m,0.1,-1.5999999999999999,260.0,4,COMPLETE
120,120,2.3159158442874728,2025-05-29 23:30:40.183510,2025-05-29 23:30:41.352229,0 days 00:00:01.168719,800.0,16m,3.0,-1.2999999999999998,440.0,380.0,19m,0.5,-2.7,850.0,730.0,39m,0.6000000000000001,-0.5999999999999996,890.0,,,,,,310.0,49m,2.2,-1.5,80.0,480,30m,0.9,-3.0,750,730,14m,3.0,-3.0,260,,,,,,10.0,57m,1.5,-0.2999999999999998,700.0,340.0,41m,0.1,-1.4,150.0,4,COMPLETE
121,121,0.63892250602385,2025-05-29 23:30:41.359589,2025-05-29 23:30:42.512040,0 days 00:00:01.152451,910.0,16m,3.4000000000000004,-1.1999999999999997,400.0,300.0,35m,0.2,-3.0,770.0,820.0,57m,0.30000000000000004,-0.5999999999999996,950.0,,,,,,380.0,49m,2.4000000000000004,-1.2999999999999998,70.0,430,15m,0.8,-2.9,810,660,14m,3.2,-2.5,300,,,,,,160.0,57m,1.8,-0.3999999999999999,630.0,250.0,41m,0.0,-1.5999999999999999,320.0,4,COMPLETE
122,122,1.7910331581479364,2025-05-29 23:30:42.512040,2025-05-29 23:30:43.730371,0 days 00:00:01.218331,800.0,35m,3.2,-0.7999999999999998,440.0,440.0,3m,0.5,-2.6,880.0,790.0,57m,0.0,-0.7999999999999998,980.0,,,,,,450.0,49m,2.3000000000000003,-1.5,50.0,360,15m,1.1,-2.7,890,610,14m,2.7,-2.8,390,,,,,,70.0,3m,1.5,0.0,650.0,310.0,41m,0.30000000000000004,-1.1999999999999997,160.0,4,COMPLETE
123,123,3.5745912108017652,2025-05-29 23:30:43.737938,2025-05-29 23:30:44.988328,0 days 00:00:01.250390,840.0,16m,3.3000000000000003,-1.1999999999999997,420.0,400.0,35m,0.30000000000000004,-2.8,790.0,740.0,57m,0.4,-0.7999999999999998,940.0,,,,,,420.0,49m,2.5,-1.0999999999999996,10.0,370,15m,0.7000000000000001,-2.8,840,650,14m,3.0,-2.7,330,,,,,,130.0,57m,1.4000000000000001,-0.09999999999999964,730.0,260.0,41m,0.2,-1.5999999999999999,250.0,4,COMPLETE
124,124,2.5389882573439815,2025-05-29 23:30:44.997921,2025-05-29 23:30:46.191569,0 days 00:00:01.193648,840.0,16m,3.3000000000000003,-1.0,360.0,390.0,56m,0.0,-2.8,840.0,720.0,57m,0.1,-0.3999999999999999,900.0,,,,,,340.0,49m,2.6,-1.1999999999999997,10.0,280,28m,0.9,-2.8,850,720,31m,3.0,-2.9,320,,,,,,170.0,57m,1.4000000000000001,-0.09999999999999964,740.0,310.0,40m,0.1,-1.4,270.0,4,COMPLETE
125,125,-0.03221646550377287,2025-05-29 23:30:46.195631,2025-05-29 23:30:47.412421,0 days 00:00:01.216790,890.0,16m,3.4000000000000004,-1.1999999999999997,320.0,350.0,13m,0.30000000000000004,-3.0,730.0,680.0,3m,0.4,-0.5999999999999996,940.0,,,,,,260.0,49m,2.2,-1.4,110.0,340,47m,0.6000000000000001,-2.9,800,610,24m,3.4000000000000004,-2.4,370,,,,,,200.0,19m,1.5,-0.2999999999999998,680.0,260.0,22m,0.2,-1.7,330.0,4,COMPLETE
126,126,-2.394551380796158,2025-05-29 23:30:47.412421,2025-05-29 23:30:48.574067,0 days 00:00:01.161646,790.0,40m,3.1,-1.5,500.0,430.0,35m,0.2,-2.5,780.0,740.0,19m,0.30000000000000004,-0.6999999999999997,980.0,,,,,,410.0,21m,2.6,-1.0999999999999996,70.0,380,1m,0.5,-2.8,830,760,8m,3.1,-2.7,410,,,,,,70.0,20m,1.7000000000000002,-3.3,620.0,200.0,10m,0.4,-1.5999999999999999,370.0,4,COMPLETE
127,127,-2.949844537293151,2025-05-29 23:30:48.574067,2025-05-29 23:30:49.709057,0 days 00:00:01.134990,820.0,39m,3.5,-1.0,380.0,470.0,44m,0.0,-3.1,910.0,690.0,57m,0.7000000000000001,-0.7999999999999998,960.0,,,,,,470.0,48m,2.1,-0.8999999999999999,140.0,250,6m,0.7000000000000001,-3.0,930,670,14m,2.7,-3.0,290,,,,,,250.0,57m,1.6,-0.19999999999999973,710.0,350.0,3m,0.30000000000000004,-1.4,220.0,4,COMPLETE
128,128,-1.8713209117418264,2025-05-29 23:30:49.709057,2025-05-29 23:30:50.825422,0 days 00:00:01.116365,980.0,22m,3.0,-1.0999999999999996,420.0,330.0,38m,0.5,-2.8,830.0,820.0,29m,0.4,-0.3999999999999999,900.0,,,,,,350.0,28m,2.4000000000000004,-1.0,40.0,410,4m,0.5,-2.9,900,650,15m,2.9000000000000004,-2.6,200,,,,,,140.0,51m,1.4000000000000001,-0.5999999999999996,550.0,230.0,31m,0.1,-1.7999999999999998,280.0,4,COMPLETE
129,129,-6.951167465407524,2025-05-29 23:30:50.828359,2025-05-29 23:30:51.952855,0 days 00:00:01.124496,860.0,43m,3.3000000000000003,-1.2999999999999998,330.0,400.0,15m,0.1,-3.2,870.0,750.0,46m,0.2,-0.8999999999999999,930.0,,,,,,400.0,53m,2.8000000000000003,-1.4,90.0,310,51m,0.7000000000000001,-2.7,860,700,43m,3.0,-2.5,450,,,,,,200.0,53m,1.6,-0.3999999999999999,690.0,380.0,14m,0.0,-1.7,170.0,4,COMPLETE
130,130,1.7376033959728647,2025-05-29 23:30:51.962879,2025-05-29 23:30:53.119514,0 days 00:00:01.156635,920.0,54m,3.2,-1.4,390.0,470.0,53m,0.2,-2.9,760.0,880.0,32m,0.1,-1.0,880.0,,,,,,430.0,38m,2.3000000000000003,-1.7,50.0,340,15m,0.30000000000000004,-3.0,790,680,12m,3.2,-3.0,360,,,,,,90.0,22m,1.4000000000000001,0.0,640.0,290.0,59m,0.7000000000000001,-1.5999999999999999,300.0,4,COMPLETE
131,131,-0.7609916374862353,2025-05-29 23:30:53.129940,2025-05-29 23:30:54.260832,0 days 00:00:01.130892,900.0,16m,3.0,-1.0999999999999996,440.0,310.0,32m,0.30000000000000004,-2.7,800.0,780.0,52m,0.5,-0.5999999999999996,980.0,,,,,,300.0,52m,2.5,-1.1999999999999997,20.0,290,15m,0.6000000000000001,-2.7,750,610,40m,2.8000000000000003,-2.9,330,,,,,,260.0,6m,1.8,-0.09999999999999964,730.0,330.0,45m,0.4,-1.7999999999999998,370.0,4,COMPLETE
132,132,1.8299183260954857,2025-05-29 23:30:54.273442,2025-05-29 23:30:55.385738,0 days 00:00:01.112296,870.0,4m,3.5,-1.1999999999999997,460.0,380.0,51m,0.0,-2.7,950.0,670.0,57m,0.5,-0.6999999999999997,950.0,,,,,,370.0,46m,2.2,-1.2999999999999998,130.0,440,33m,0.8,-2.8,970,560,14m,3.0,-2.8,410,,,,,,140.0,57m,1.3,-0.5,590.0,250.0,41m,0.2,-1.1999999999999997,250.0,4,COMPLETE
133,133,0.624433456317885,2025-05-29 23:30:55.396042,2025-05-29 23:30:56.544384,0 days 00:00:01.148342,850.0,35m,3.3000000000000003,-1.1999999999999997,410.0,410.0,35m,0.30000000000000004,-2.8,790.0,760.0,57m,0.4,-0.7999999999999998,930.0,,,,,,450.0,49m,2.5,-1.0999999999999996,60.0,360,15m,1.0,-2.6,840,650,2m,2.9000000000000004,-2.7,260,,,,,,140.0,57m,1.1,-0.09999999999999964,670.0,290.0,41m,0.2,-1.5999999999999999,240.0,4,COMPLETE
134,134,-2.038595004028867,2025-05-29 23:30:56.554733,2025-05-29 23:30:57.656659,0 days 00:00:01.101926,830.0,17m,3.4000000000000004,-1.0,420.0,430.0,35m,0.6000000000000001,-2.4,820.0,710.0,57m,0.2,-0.7999999999999998,910.0,,,,,,430.0,49m,2.8000000000000003,-1.0999999999999996,10.0,380,56m,0.7000000000000001,-2.6,820,640,14m,3.1,-2.7,350,,,,,,120.0,42m,1.2000000000000002,-0.2999999999999998,610.0,300.0,41m,0.30000000000000004,-1.5,200.0,4,COMPLETE
135,135,-3.900794845219329,2025-05-29 23:30:57.672485,2025-05-29 23:30:58.789861,0 days 00:00:01.117376,890.0,5m,3.1,-1.2999999999999998,490.0,410.0,9m,0.4,-3.0,700.0,810.0,12m,0.30000000000000004,-0.5,930.0,,,,,,420.0,31m,2.7,-1.0,30.0,460,53m,0.9,-2.5,860,610,14m,2.9000000000000004,-2.6,430,,,,,,220.0,57m,1.5,-0.09999999999999964,660.0,180.0,19m,0.2,-1.5999999999999999,260.0,4,COMPLETE
136,136,-5.990379871844598,2025-05-29 23:30:58.799730,2025-05-29 23:30:59.918537,0 days 00:00:01.118807,840.0,9m,3.2,-1.1999999999999997,430.0,350.0,48m,0.30000000000000004,-2.5,740.0,770.0,51m,0.6000000000000001,-1.0999999999999996,1000.0,,,,,,390.0,18m,2.5,-1.2999999999999998,90.0,410,24m,0.5,-2.4,880,680,28m,2.7,-2.8,310,,,,,,110.0,50m,1.3,0.0,630.0,260.0,20m,0.1,-1.4,360.0,4,COMPLETE
137,137,-2.3713915850765357,2025-05-29 23:30:59.924842,2025-05-29 23:31:01.037726,0 days 00:00:01.112884,760.0,16m,2.8000000000000003,-0.7999999999999998,360.0,470.0,35m,0.2,-2.9,860.0,740.0,9m,0.1,-0.8999999999999999,870.0,,,,,,360.0,49m,2.4000000000000004,-0.8999999999999999,170.0,260,15m,0.8,-2.8,840,770,31m,2.8000000000000003,-2.0999999999999996,470,,,,,,190.0,59m,1.4000000000000001,-0.19999999999999973,790.0,230.0,44m,0.0,-2.0,300.0,4,COMPLETE
138,138,-0.4846090694250371,2025-05-29 23:31:01.053702,2025-05-29 23:31:02.205922,0 days 00:00:01.152220,810.0,21m,3.3000000000000003,-0.8999999999999999,450.0,390.0,44m,0.1,-2.6,770.0,850.0,49m,0.7000000000000001,-1.0,900.0,,,,,,320.0,17m,2.6,-1.1999999999999997,50.0,480,39m,0.6000000000000001,-2.5,770,630,58m,2.5,-3.2,290,,,,,,80.0,38m,1.0,-0.09999999999999964,700.0,430.0,7m,0.5,-1.7,100.0,4,COMPLETE
139,139,-2.9910615813872603,2025-05-29 23:31:02.210833,2025-05-29 23:31:03.388753,0 days 00:00:01.177920,920.0,46m,3.4000000000000004,-1.5999999999999999,480.0,250.0,1m,0.4,-2.8,900.0,700.0,34m,0.0,-0.7999999999999998,960.0,,,,,,470.0,13m,2.0,-1.0999999999999996,110.0,230,16m,0.7000000000000001,-2.7,800,740,3m,2.9000000000000004,-2.4,230,,,,,,40.0,31m,1.6,-0.2999999999999998,650.0,360.0,54m,0.2,-1.7,230.0,4,COMPLETE
140,140,-0.316232012047229,2025-05-29 23:31:03.388753,2025-05-29 23:31:04.562196,0 days 00:00:01.173443,950.0,49m,3.2,-1.2999999999999998,340.0,340.0,42m,0.5,-2.7,800.0,790.0,33m,0.2,-0.6999999999999997,860.0,,,,,,520.0,57m,2.3000000000000003,-1.5999999999999999,10.0,330,13m,0.4,-2.9,740,590,48m,2.8000000000000003,-2.5,400,,,,,,160.0,56m,1.2000000000000002,0.0,720.0,270.0,32m,0.6000000000000001,-1.2999999999999998,400.0,4,COMPLETE
141,141,-0.31276281162274877,2025-05-29 23:31:04.568536,2025-05-29 23:31:05.737249,0 days 00:00:01.168713,870.0,36m,3.5,-1.5,400.0,360.0,4m,0.30000000000000004,-3.2,830.0,730.0,7m,0.4,-0.3999999999999999,940.0,,,,,,500.0,49m,2.4000000000000004,-1.9,30.0,370,50m,1.0,-2.6,820,530,37m,3.0,-2.7,350,,,,,,50.0,2m,1.4000000000000001,-0.19999999999999973,600.0,520.0,41m,0.30000000000000004,-1.7999999999999998,580.0,4,COMPLETE
142,142,-2.439333428515266,2025-05-29 23:31:05.752470,2025-05-29 23:31:06.949053,0 days 00:00:01.196583,900.0,37m,3.1,-3.5,510.0,420.0,24m,0.1,-1.7,680.0,600.0,23m,0.30000000000000004,-1.0999999999999996,920.0,,,,,,400.0,30m,2.2,-1.4,70.0,350,15m,0.8,-2.7,780,710,35m,3.3000000000000003,-2.8,370,,,,,,230.0,41m,0.9,-0.3999999999999999,540.0,320.0,6m,0.1,-1.5,200.0,4,COMPLETE
143,143,0.8717036823876387,2025-05-29 23:31:06.949053,2025-05-29 23:31:08.145093,0 days 00:00:01.196040,850.0,16m,3.3000000000000003,-1.0999999999999996,470.0,420.0,35m,0.0,-2.8,800.0,760.0,57m,0.9,-0.8999999999999999,920.0,,,,,,410.0,8m,2.6,-1.0,40.0,400,15m,0.6000000000000001,-2.6,870,630,14m,2.9000000000000004,-2.7,340,,,,,,120.0,46m,1.2000000000000002,-0.19999999999999973,610.0,280.0,50m,0.5,-1.7999999999999998,330.0,4,COMPLETE
144,144,-1.541281028582994,2025-05-29 23:31:08.150475,2025-05-29 23:31:09.320447,0 days 00:00:01.169972,870.0,28m,3.3000000000000003,-1.0999999999999996,420.0,460.0,5m,0.2,-3.0,790.0,800.0,57m,0.5,-0.8999999999999999,890.0,,,,,,440.0,8m,2.7,-0.8999999999999999,100.0,190,7m,0.6000000000000001,-2.4,790,650,14m,2.6,-2.6,390,,,,,,280.0,35m,1.3,-0.19999999999999973,680.0,590.0,46m,0.4,-1.5999999999999999,290.0,4,COMPLETE
145,145,-4.880631880426709,2025-05-29 23:31:09.325830,2025-05-29 23:31:10.521470,0 days 00:00:01.195640,820.0,51m,3.4000000000000004,-1.0,370.0,380.0,37m,0.1,-2.9,850.0,780.0,48m,0.6000000000000001,-0.7999999999999998,970.0,,,,,,390.0,16m,2.6,-0.6999999999999997,640.0,310,32m,0.7000000000000001,-2.6,760,570,18m,2.7,-2.8,430,,,,,,150.0,57m,1.1,-0.09999999999999964,570.0,220.0,23m,0.5,0.0,320.0,4,COMPLETE
146,146,-1.2146407109597732,2025-05-29 23:31:10.530791,2025-05-29 23:31:11.760799,0 days 00:00:01.230008,710.0,16m,3.2,-1.1999999999999997,530.0,510.0,35m,2.8000000000000003,-2.8,730.0,720.0,22m,0.8,-0.5999999999999996,840.0,,,,,,330.0,37m,2.5,-1.0,540.0,380,11m,0.5,-3.1,840,620,53m,3.0,-2.9,510,,,,,,180.0,44m,1.5,-0.2999999999999998,620.0,270.0,46m,0.2,-2.0,350.0,4,COMPLETE
147,147,-3.6412248339943445,2025-05-29 23:31:11.776530,2025-05-29 23:31:12.934907,0 days 00:00:01.158377,850.0,53m,2.9000000000000004,-1.4,390.0,400.0,34m,0.30000000000000004,-2.6,760.0,700.0,27m,0.30000000000000004,-0.6999999999999997,910.0,,,,,,460.0,41m,2.8000000000000003,-1.0999999999999996,10.0,350,44m,0.4,-2.5,810,670,11m,3.1,-2.4,320,,,,,,130.0,57m,1.6,0.0,480.0,610.0,12m,0.30000000000000004,-1.7999999999999998,250.0,4,COMPLETE
148,148,-0.21974832702255426,2025-05-29 23:31:12.943033,2025-05-29 23:31:14.085789,0 days 00:00:01.142756,780.0,56m,3.3000000000000003,-1.0999999999999996,500.0,430.0,11m,0.2,-2.7,140.0,830.0,11m,0.1,-1.0,950.0,,,,,,560.0,12m,2.3000000000000003,-0.7999999999999998,60.0,500,15m,0.9,-2.8,910,690,47m,3.2,-2.3,470,,,,,,270.0,57m,1.0,-0.19999999999999973,590.0,300.0,46m,0.0,-1.5,270.0,4,COMPLETE
